,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,Gasoline,2020-05-12 08:49,Halsey,Gasoline,199593,2020-05-12 08:49:00,0.731,0.58,10,-7.328,0,0.0399,0.223,0.0,0.129,0.319,120.001,audio_features,2IO7yf562c1zLzpanal1DT,spotify:track:2IO7yf562c1zLzpanal1DT,https://api.spotify.com/v1/tracks/2IO7yf562c1zLzpanal1DT,https://api.spotify.com/v1/audio-analysis/2IO7yf562c1zLzpanal1DT,199593,4
1,IDGAF,2020-05-24 15:36,Dua Lipa,IDGAF,150004,2020-05-24 15:36:00,0.782,0.728,5,-5.93,1,0.0768,0.427,0.0,0.25,0.876,97.975,audio_features,4ZUpTMKPYFTfJqamWFU9Zv,spotify:track:4ZUpTMKPYFTfJqamWFU9Zv,https://api.spotify.com/v1/tracks/4ZUpTMKPYFTfJqamWFU9Zv,https://api.spotify.com/v1/audio-analysis/4ZUpTMKPYFTfJqamWFU9Zv,140667,4
2,IDGAF,2020-05-28 09:21,Dua Lipa,IDGAF,213981,2020-05-28 09:21:00,0.782,0.728,5,-5.93,1,0.0768,0.427,0.0,0.25,0.876,97.975,audio_features,4ZUpTMKPYFTfJqamWFU9Zv,spotify:track:4ZUpTMKPYFTfJqamWFU9Zv,https://api.spotify.com/v1/tracks/4ZUpTMKPYFTfJqamWFU9Zv,https://api.spotify.com/v1/audio-analysis/4ZUpTMKPYFTfJqamWFU9Zv,140667,4
3,No One Compares To You,2020-05-28 09:25,Jack & Jack,No One Compares To You,177858,2020-05-28 09:25:00,0.7,0.747,1,-6.044,1,0.0436,0.127,0.0,0.0941,0.629,111.941,audio_features,4cZ3UsiKd1kUQIaq4BFIj2,spotify:track:4cZ3UsiKd1kUQIaq4BFIj2,https://api.spotify.com/v1/tracks/4cZ3UsiKd1kUQIaq4BFIj2,https://api.spotify.com/v1/audio-analysis/4cZ3UsiKd1kUQIaq4BFIj2,182920,4
4,Big Plans,2020-05-28 09:27,Why Don't We,Big Plans,146083,2020-05-28 09:27:00,0.693,0.604,11,-5.279,1,0.0427,0.0668,0.0,0.114,0.651,75.014,audio_features,448hSkxDU1sUQQauBWZVcC,spotify:track:448hSkxDU1sUQQauBWZVcC,https://api.spotify.com/v1/tracks/448hSkxDU1sUQQauBWZVcC,https://api.spotify.com/v1/audio-analysis/448hSkxDU1sUQQauBWZVcC,179930,4
5,Big Plans,2020-05-28 13:43,Why Don't We,Big Plans,21389,2020-05-28 13:43:00,0.693,0.604,11,-5.279,1,0.0427,0.0668,0.0,0.114,0.651,75.014,audio_features,448hSkxDU1sUQQauBWZVcC,spotify:track:448hSkxDU1sUQQauBWZVcC,https://api.spotify.com/v1/tracks/448hSkxDU1sUQQauBWZVcC,https://api.spotify.com/v1/audio-analysis/448hSkxDU1sUQQauBWZVcC,179930,4
6,Ruin My Life,2020-05-28 13:50,Zara Larsson,Ruin My Life,184467,2020-05-28 13:50:00,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,audio_features,5tAa8Uaqr4VvA3693mbIhU,spotify:track:5tAa8Uaqr4VvA3693mbIhU,https://api.spotify.com/v1/tracks/5tAa8Uaqr4VvA3693mbIhU,https://api.spotify.com/v1/audio-analysis/5tAa8Uaqr4VvA3693mbIhU,190932,4
7,Who Do You Love,2020-05-28 13:54,The Chainsmokers,Who Do You Love,206675,2020-05-28 13:54:00,0.68,0.411,9,-9.761,1,0.434,0.0336,0.0,0.0889,0.161,193.131,audio_features,7ngdkrVQPgP3AoIxUrTpHT,spotify:track:7ngdkrVQPgP3AoIxUrTpHT,https://api.spotify.com/v1/tracks/7ngdkrVQPgP3AoIxUrTpHT,https://api.spotify.com/v1/audio-analysis/7ngdkrVQPgP3AoIxUrTpHT,233515,4
8,"Let Me Go (with Alesso, Florida Georgia Line & watt)",2020-05-28 13:56,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",149984,2020-05-28 13:56:00,0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07,audio_features,5Gu0PDLN4YJeW75PpBSg9p,spotify:track:5Gu0PDLN4YJeW75PpBSg9p,https://api.spotify.com/v1/tracks/5Gu0PDLN4YJeW75PpBSg9p,https://api.spotify.com/v1/audio-analysis/5Gu0PDLN4YJeW75PpBSg9p,174800,4
9,Unbelievable,2020-05-28 13:59,Why Don't We,Unbelievable,178396,2020-05-28 13:59:00,0.553,0.906,11,-4.311,1,0.0452,0.014,0.0,0.336,0.468,105.027,audio_features,2Y2nV089OQhsGTz2xdlvDb,spotify:track:2Y2nV089OQhsGTz2xdlvDb,https://api.spotify.com/v1/tracks/2Y2nV089OQhsGTz2xdlvDb,https://api.spotify.com/v1/audio-analysis/2Y2nV089OQhsGTz2xdlvDb,189355,4
10,"fuck, i'm lonely (with Anne-Marie)",2020-05-28 14:02,Lauv,"fuck, i'm lonely (with Anne-Marie)",190612,2020-05-28 14:02:00,0.805,0.558,9,-6.46,1,0.0648,0.482,0.0,0.0618,0.68,94.997,audio_features,7elRvorDP9KEOHIisFgrJG,spotify:track:7elRvorDP9KEOHIisFgrJG,https://api.spotify.com/v1/tracks/7elRvorDP9KEOHIisFgrJG,https://api.spotify.com/v1/audio-analysis/7elRvorDP9KEOHIisFgrJG,198973,4
11,Polaroid,2020-05-28 14:17,Jonas Blue,Polaroid,162184,2020-05-28 14:17:00,0.423,0.603,1,-6.832,1,0.0494,0.516,1.86e-06,0.238,0.258,155.207,audio_features,6Ng999MKVY9ikd8FtGaNnz,spotify:track:6Ng999MKVY9ikd8FtGaNnz,https://api.spotify.com/v1/tracks/6Ng999MKVY9ikd8FtGaNnz,https://api.spotify.com/v1/audio-analysis/6Ng999MKVY9ikd8FtGaNnz,230013,4
12,If I Can't Have You,2020-05-29 10:35,Shawn Mendes,If I Can't Have You,146959,2020-05-29 10:35:00,0.691,0.823,2,-4.197,1,0.0622,0.489,0.0,0.134,0.87,123.943,audio_features,2bT1PH7Cw3J9p3t7nlXCdh,spotify:track:2bT1PH7Cw3J9p3t7nlXCdh,https://api.spotify.com/v1/tracks/2bT1PH7Cw3J9p3t7nlXCdh,https://api.spotify.com/v1/audio-analysis/2bT1PH7Cw3J9p3t7nlXCdh,191467,4
13,If I Can't Have You,2020-05-29 12:55,Shawn Mendes,If I Can't Have You,5654,2020-05-29 12:55:00,0.691,0.823,2,-4.197,1,0.0622,0.489,0.0,0.134,0.87,123.943,audio_features,2bT1PH7Cw3J9p3t7nlXCdh,spotify:track:2bT1PH7Cw3J9p3t7nlXCdh,https://api.spotify.com/v1/tracks/2bT1PH7Cw3J9p3t7nlXCdh,https://api.spotify.com/v1/audio-analysis/2bT1PH7Cw3J9p3t7nlXCdh,191467,4
14,The Middle,2020-05-29 12:58,Zedd,The Middle,163745,2020-05-29 12:58:00,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,audio_features,6GG73Jik4jUlQCkKg9JuGO,spotify:track:6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/tracks/6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/audio-analysis/6GG73Jik4jUlQCkKg9JuGO,165853,4
15,Takeaway,2020-05-29 13:01,The Chainsmokers,Takeaway,185922,2020-05-29 13:01:00,0.528,0.511,3,-8.144,1,0.0324,0.126,0.0,0.101,0.351,100.1,audio_features,3g0mEQx3NTanacLseoP0Gw,spotify:track:3g0mEQx3NTanacLseoP0Gw,https://api.spotify.com/v1/tracks/3g0mEQx3NTanacLseoP0Gw,https://api.spotify.com/v1/audio-analysis/3g0mEQx3NTanacLseoP0Gw,209880,4
16,Right Now,2020-05-29 13:04,Nick Jonas,Right Now,185815,2020-05-29 13:04:00,0.645,0.78,8,-5.165,1,0.0319,0.218,0.0,0.0919,0.372,120.008,audio_features,1dQQ2QlnvXUehsRUrukKmf,spotify:track:1dQQ2QlnvXUehsRUrukKmf,https://api.spotify.com/v1/tracks/1dQQ2QlnvXUehsRUrukKmf,https://api.spotify.com/v1/audio-analysis/1dQQ2QlnvXUehsRUrukKmf,200400,4
17,2002,2020-05-29 13:07,Anne-Marie,2002,181153,2020-05-29 13:07:00,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,audio_features,2BgEsaKNfHUdlh97KmvFyo,spotify:track:2BgEsaKNfHUdlh97KmvFyo,https://api.spotify.com/v1/tracks/2BgEsaKNfHUdlh97KmvFyo,https://api.spotify.com/v1/audio-analysis/2BgEsaKNfHUdlh97KmvFyo,186987,4
18,Here With Me,2020-05-29 13:10,Marshmello,Here With Me,153600,2020-05-29 13:10:00,0.575,0.45,4,-9.306,1,0.0259,0.531,6.59e-05,0.124,0.263,132.039,audio_features,5LrN7yUQAzvthd4QujgPFr,spotify:track:5LrN7yUQAzvthd4QujgPFr,https://api.spotify.com/v1/tracks/5LrN7yUQAzvthd4QujgPFr,https://api.spotify.com/v1/audio-analysis/5LrN7yUQAzvthd4QujgPFr,242485,4
19,Nobody,2020-05-29 13:14,Martin Jensen,Nobody,207480,2020-05-29 13:14:00,0.561,0.717,8,-5.72,1,0.0381,0.458,0.0,0.138,0.455,79.993,audio_features,0W7KIc2GSB9suYQAaMZ9rF,spotify:track:0W7KIc2GSB9suYQAaMZ9rF,https://api.spotify.com/v1/tracks/0W7KIc2GSB9suYQAaMZ9rF,https://api.spotify.com/v1/audio-analysis/0W7KIc2GSB9suYQAaMZ9rF,206400,4
20,Find U Again (feat. Camila Cabello),2020-05-29 13:17,Mark Ronson,Find U Again (feat. Camila Cabello),171838,2020-05-29 13:17:00,0.605,0.664,8,-7.162,1,0.0316,0.00548,3e-06,0.204,0.164,103.997,audio_features,1HpzOCZbNWzxvvXfSGtSrX,spotify:track:1HpzOCZbNWzxvvXfSGtSrX,https://api.spotify.com/v1/tracks/1HpzOCZbNWzxvvXfSGtSrX,https://api.spotify.com/v1/audio-analysis/1HpzOCZbNWzxvvXfSGtSrX,176417,4
21,Youngblood,2020-05-29 13:20,5 Seconds of Summer,Youngblood,201152,2020-05-29 13:20:00,0.597,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.276,audio_features,2iUXsYOEPhVqEBwsqP70rE,spotify:track:2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,203418,4
22,Back To You,2020-05-29 13:23,Selena Gomez,Back To You,189227,2020-05-29 13:23:00,0.439,0.667,5,-7.055,1,0.0612,0.566,0.0,0.102,0.558,148.746,audio_features,3CyrVEkcaJdSh8cM8IcRdD,spotify:track:3CyrVEkcaJdSh8cM8IcRdD,https://api.spotify.com/v1/tracks/3CyrVEkcaJdSh8cM8IcRdD,https://api.spotify.com/v1/audio-analysis/3CyrVEkcaJdSh8cM8IcRdD,210052,4
23,Rumors,2020-05-29 13:25,R3HAB,Rumors,130538,2020-05-29 13:25:00,0.673,0.706,8,-8.4,1,0.115,0.0603,2.75e-06,0.426,0.516,74.972,audio_features,7wOqBOryVGD3nqDUihDSwL,spotify:track:7wOqBOryVGD3nqDUihDSwL,https://api.spotify.com/v1/tracks/7wOqBOryVGD3nqDUihDSwL,https://api.spotify.com/v1/audio-analysis/7wOqBOryVGD3nqDUihDSwL,247608,4
24,Younger,2020-05-29 13:29,Jonas Blue,Younger,181983,2020-05-29 13:29:00,0.661,0.562,0,-8.114,1,0.0344,0.07,1.71e-06,0.132,0.512,111.03,audio_features,3BprrMTQ3IlFvHW8oFTTQ1,spotify:track:3BprrMTQ3IlFvHW8oFTTQ1,https://api.spotify.com/v1/tracks/3BprrMTQ3IlFvHW8oFTTQ1,https://api.spotify.com/v1/audio-analysis/3BprrMTQ3IlFvHW8oFTTQ1,191937,4
25,Never Really Over,2020-05-29 13:33,Katy Perry,Never Really Over,221123,2020-05-29 13:33:00,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,audio_features,5PYQUBXc7NYeI1obMKSJK0,spotify:track:5PYQUBXc7NYeI1obMKSJK0,https://api.spotify.com/v1/tracks/5PYQUBXc7NYeI1obMKSJK0,https://api.spotify.com/v1/audio-analysis/5PYQUBXc7NYeI1obMKSJK0,223523,4
26,Be Kind (with Halsey),2020-05-29 13:36,Marshmello,Be Kind (with Halsey),168561,2020-05-29 13:36:00,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.992,audio_features,3Z8FwOEN59mRMxDCtb8N0A,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,https://api.spotify.com/v1/tracks/3Z8FwOEN59mRMxDCtb8N0A,https://api.spotify.com/v1/audio-analysis/3Z8FwOEN59mRMxDCtb8N0A,172762,4
27,Sucker,2020-05-29 13:39,Jonas Brothers,Sucker,178296,2020-05-29 13:39:00,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,audio_features,4dASQiO1Eoo3RJvt74FtXB,spotify:track:4dASQiO1Eoo3RJvt74FtXB,https://api.spotify.com/v1/tracks/4dASQiO1Eoo3RJvt74FtXB,https://api.spotify.com/v1/audio-analysis/4dASQiO1Eoo3RJvt74FtXB,243491,4
28,Beautiful People (feat. Khalid),2020-05-29 13:42,Ed Sheeran,Beautiful People (feat. Khalid),176352,2020-05-29 13:42:00,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,audio_features,4evmHXcjt3bTUHD1cvny97,spotify:track:4evmHXcjt3bTUHD1cvny97,https://api.spotify.com/v1/tracks/4evmHXcjt3bTUHD1cvny97,https://api.spotify.com/v1/audio-analysis/4evmHXcjt3bTUHD1cvny97,197867,4
29,Hate Me (with Juice WRLD),2020-05-29 13:45,Ellie Goulding,Hate Me (with Juice WRLD),180990,2020-05-29 13:45:00,0.657,0.768,8,-4.628,1,0.0507,0.108,0.0,0.144,0.759,75.025,audio_features,6kls8cSlUyHW2BUOkDJIZE,spotify:track:6kls8cSlUyHW2BUOkDJIZE,https://api.spotify.com/v1/tracks/6kls8cSlUyHW2BUOkDJIZE,https://api.spotify.com/v1/audio-analysis/6kls8cSlUyHW2BUOkDJIZE,186223,4
30,Harder (with Bebe Rexha),2020-05-29 13:48,Jax Jones,Harder (with Bebe Rexha),157685,2020-05-29 13:48:00,0.907,0.834,5,-3.028,0,0.0727,0.0895,0.0,0.154,0.75,104.019,audio_features,5RgBnDtHKFHgtVdqabjGE3,spotify:track:5RgBnDtHKFHgtVdqabjGE3,https://api.spotify.com/v1/tracks/5RgBnDtHKFHgtVdqabjGE3,https://api.spotify.com/v1/audio-analysis/5RgBnDtHKFHgtVdqabjGE3,159760,4
31,Just Friends,2020-05-29 13:50,Virginia To Vegas,Just Friends,154753,2020-05-29 13:50:00,0.639,0.685,9,-4.571,0,0.049,0.105,0.0,0.143,0.363,110.041,audio_features,6tB4XVKceo2307SSWXaO0y,spotify:track:6tB4XVKceo2307SSWXaO0y,https://api.spotify.com/v1/tracks/6tB4XVKceo2307SSWXaO0y,https://api.spotify.com/v1/audio-analysis/6tB4XVKceo2307SSWXaO0y,238991,4
32,Graveyard,2020-05-29 13:53,Halsey,Graveyard,175983,2020-05-29 13:53:00,0.602,0.386,8,-12.465,1,0.0379,0.57,0.000421,0.0919,0.164,145.016,audio_features,2vXSHAPCNpWZ7DNFDkEDMz,spotify:track:2vXSHAPCNpWZ7DNFDkEDMz,https://api.spotify.com/v1/tracks/2vXSHAPCNpWZ7DNFDkEDMz,https://api.spotify.com/v1/audio-analysis/2vXSHAPCNpWZ7DNFDkEDMz,172199,4
33,Lost In Japan - Remix,2020-05-29 14:06,Shawn Mendes,Lost In Japan - Remix,196038,2020-05-29 14:06:00,0.706,0.855,10,-5.378,1,0.221,0.0898,0.0,0.347,0.299,107.184,audio_features,575NJxNUVDqwJGdzBrlLbv,spotify:track:575NJxNUVDqwJGdzBrlLbv,https://api.spotify.com/v1/tracks/575NJxNUVDqwJGdzBrlLbv,https://api.spotify.com/v1/audio-analysis/575NJxNUVDqwJGdzBrlLbv,201253,4
34,Scars To Your Beautiful,2020-05-29 14:09,Alessia Cara,Scars To Your Beautiful,172831,2020-05-29 14:09:00,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,audio_features,42ydLwx4i5V49RXHOozJZq,spotify:track:42ydLwx4i5V49RXHOozJZq,https://api.spotify.com/v1/tracks/42ydLwx4i5V49RXHOozJZq,https://api.spotify.com/v1/audio-analysis/42ydLwx4i5V49RXHOozJZq,230227,4
35,Rescue Me,2020-05-29 14:12,OneRepublic,Rescue Me,143829,2020-05-29 14:12:00,0.761,0.606,11,-7.742,0,0.0424,0.157,0.0,0.574,0.646,121.038,audio_features,37LNNQNbL1YLyutBG6aWRx,spotify:track:37LNNQNbL1YLyutBG6aWRx,https://api.spotify.com/v1/tracks/37LNNQNbL1YLyutBG6aWRx,https://api.spotify.com/v1/audio-analysis/37LNNQNbL1YLyutBG6aWRx,159650,4
36,Happier,2020-05-29 14:15,Marshmello,Happier,211411,2020-05-29 14:15:00,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.011,audio_features,7BqHUALzNBTanL6OvsqmC1,spotify:track:7BqHUALzNBTanL6OvsqmC1,https://api.spotify.com/v1/tracks/7BqHUALzNBTanL6OvsqmC1,https://api.spotify.com/v1/audio-analysis/7BqHUALzNBTanL6OvsqmC1,214290,4
37,Beautiful (feat. Camila Cabello),2020-05-29 14:18,Bazzi,Beautiful (feat. Camila Cabello),157196,2020-05-29 14:18:00,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,audio_features,4VUwkH455At9kENOfzTqmF,spotify:track:4VUwkH455At9kENOfzTqmF,https://api.spotify.com/v1/tracks/4VUwkH455At9kENOfzTqmF,https://api.spotify.com/v1/audio-analysis/4VUwkH455At9kENOfzTqmF,180000,4
38,Intentions (feat. Quavo),2020-05-29 14:24,Justin Bieber,Intentions (feat. Quavo),189441,2020-05-29 14:24:00,0.806,0.546,9,-6.637,1,0.0579,0.298,0.0,0.102,0.875,147.988,audio_features,4umIPjkehX1r7uhmGvXiSV,spotify:track:4umIPjkehX1r7uhmGvXiSV,https://api.spotify.com/v1/tracks/4umIPjkehX1r7uhmGvXiSV,https://api.spotify.com/v1/audio-analysis/4umIPjkehX1r7uhmGvXiSV,212867,4
39,Ready,2020-05-29 14:27,Alessia Cara,Ready,167416,2020-05-29 14:27:00,0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,audio_features,2yLa0QULdQr0qAIvVwN6B5,spotify:track:2yLa0QULdQr0qAIvVwN6B5,https://api.spotify.com/v1/tracks/2yLa0QULdQr0qAIvVwN6B5,https://api.spotify.com/v1/audio-analysis/2yLa0QULdQr0qAIvVwN6B5,208187,4
40,Mad Love,2020-05-29 14:29,Mabel,Mad Love,155934,2020-05-29 14:29:00,0.622,0.802,0,-2.992,0,0.15,0.675,0.0,0.124,0.602,197.588,audio_features,0jJNpY616X5KgEWRLuxLFi,spotify:track:0jJNpY616X5KgEWRLuxLFi,https://api.spotify.com/v1/tracks/0jJNpY616X5KgEWRLuxLFi,https://api.spotify.com/v1/audio-analysis/0jJNpY616X5KgEWRLuxLFi,169813,4
41,Stack It Up (feat. A Boogie Wit da Hoodie),2020-05-29 14:32,Liam Payne,Stack It Up (feat. A Boogie Wit da Hoodie),159655,2020-05-29 14:32:00,0.743,0.812,7,-3.069,1,0.132,0.153,0.0,0.0642,0.606,100.047,audio_features,1xU2QZ40MY4Ex2pfczZa9U,spotify:track:1xU2QZ40MY4Ex2pfczZa9U,https://api.spotify.com/v1/tracks/1xU2QZ40MY4Ex2pfczZa9U,https://api.spotify.com/v1/audio-analysis/1xU2QZ40MY4Ex2pfczZa9U,166406,4
42,No Judgement,2020-05-29 14:34,Niall Horan,No Judgement,170400,2020-05-29 14:34:00,0.723,0.726,1,-3.835,0,0.0473,0.0564,0.000129,0.057,0.962,100.051,audio_features,2sGF7DBXvL2GjkbG606m1G,spotify:track:2sGF7DBXvL2GjkbG606m1G,https://api.spotify.com/v1/tracks/2sGF7DBXvL2GjkbG606m1G,https://api.spotify.com/v1/audio-analysis/2sGF7DBXvL2GjkbG606m1G,176283,4
43,Bones (feat. OneRepublic),2020-05-29 14:38,Galantis,Bones (feat. OneRepublic),197200,2020-05-29 14:38:00,0.658,0.804,0,-5.735,1,0.0377,0.00463,0.0,0.178,0.508,120.047,audio_features,1pfgsjmxVZhoZpeDx6POKv,spotify:track:1pfgsjmxVZhoZpeDx6POKv,https://api.spotify.com/v1/tracks/1pfgsjmxVZhoZpeDx6POKv,https://api.spotify.com/v1/audio-analysis/1pfgsjmxVZhoZpeDx6POKv,205793,4
44,Woman Like Me (feat. Nicki Minaj),2020-05-29 14:42,Little Mix,Woman Like Me (feat. Nicki Minaj),212212,2020-05-29 14:42:00,0.754,0.854,5,-3.449,0,0.0608,0.177,0.0,0.0808,0.8,75.002,audio_features,222B3aljXx6fFwKmFjuBED,spotify:track:222B3aljXx6fFwKmFjuBED,https://api.spotify.com/v1/tracks/222B3aljXx6fFwKmFjuBED,https://api.spotify.com/v1/audio-analysis/222B3aljXx6fFwKmFjuBED,229720,4
45,I Don't Care (with Justin Bieber),2020-05-29 14:45,Ed Sheeran,I Don't Care (with Justin Bieber),207859,2020-05-29 14:45:00,0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,audio_features,3HVWdVOQ0ZA45FuZGSfvns,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,https://api.spotify.com/v1/tracks/3HVWdVOQ0ZA45FuZGSfvns,https://api.spotify.com/v1/audio-analysis/3HVWdVOQ0ZA45FuZGSfvns,219947,4
46,ME! (feat. Brendon Urie of Panic! At The Disco),2020-05-29 14:48,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),180514,2020-05-29 14:48:00,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,audio_features,2Rk4JlNc2TPmZe2af99d45,spotify:track:2Rk4JlNc2TPmZe2af99d45,https://api.spotify.com/v1/tracks/2Rk4JlNc2TPmZe2af99d45,https://api.spotify.com/v1/audio-analysis/2Rk4JlNc2TPmZe2af99d45,193000,4
47,Liar,2020-05-29 14:51,Camila Cabello,Liar,177934,2020-05-29 14:51:00,0.645,0.767,1,-5.202,1,0.0299,0.0405,0.0,0.092,0.613,114.011,audio_features,0llPOBVoJYDAtdmVlNE41A,spotify:track:0llPOBVoJYDAtdmVlNE41A,https://api.spotify.com/v1/tracks/0llPOBVoJYDAtdmVlNE41A,https://api.spotify.com/v1/audio-analysis/0llPOBVoJYDAtdmVlNE41A,204933,4
48,I’m Ready (with Demi Lovato),2020-05-29 14:55,Sam Smith,I’m Ready (with Demi Lovato),198416,2020-05-29 14:55:00,0.501,0.674,5,-6.363,1,0.0408,0.00346,3.56e-05,0.282,0.152,155.051,audio_features,1fipvP2zmef6vN2IwXfJhY,spotify:track:1fipvP2zmef6vN2IwXfJhY,https://api.spotify.com/v1/tracks/1fipvP2zmef6vN2IwXfJhY,https://api.spotify.com/v1/audio-analysis/1fipvP2zmef6vN2IwXfJhY,200838,4
49,Another Place,2020-05-29 14:58,Bastille,Another Place,192774,2020-05-29 14:58:00,0.685,0.742,8,-5.409,1,0.0471,0.22,0.0,0.185,0.618,115.008,audio_features,2Fn4gZI3MAeWTiv7cSVxZQ,spotify:track:2Fn4gZI3MAeWTiv7cSVxZQ,https://api.spotify.com/v1/tracks/2Fn4gZI3MAeWTiv7cSVxZQ,https://api.spotify.com/v1/audio-analysis/2Fn4gZI3MAeWTiv7cSVxZQ,213511,4
50,Feel Me,2020-05-29 15:02,Selena Gomez,Feel Me,214643,2020-05-29 15:02:00,0.738,0.579,10,-5.88,0,0.0447,0.399,0.0,0.266,0.531,123.082,audio_features,4kELKaXaNP4EQR8Q8xNIID,spotify:track:4kELKaXaNP4EQR8Q8xNIID,https://api.spotify.com/v1/tracks/4kELKaXaNP4EQR8Q8xNIID,https://api.spotify.com/v1/audio-analysis/4kELKaXaNP4EQR8Q8xNIID,187332,4
51,"10,000 Hours (with Justin Bieber)",2020-05-29 15:05,Dan + Shay,"10,000 Hours (with Justin Bieber)",160216,2020-05-29 15:05:00,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,audio_features,2wrJq5XKLnmhRXHIAf9xBa,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,https://api.spotify.com/v1/tracks/2wrJq5XKLnmhRXHIAf9xBa,https://api.spotify.com/v1/audio-analysis/2wrJq5XKLnmhRXHIAf9xBa,167693,4
52,Like It Is,2020-05-29 15:08,Kygo,Like It Is,176644,2020-05-29 15:08:00,0.794,0.728,1,-6.759,1,0.114,0.121,8.82e-06,0.227,0.36,105.024,audio_features,3frUvGrmGcay91lvFbOgsN,spotify:track:3frUvGrmGcay91lvFbOgsN,https://api.spotify.com/v1/tracks/3frUvGrmGcay91lvFbOgsN,https://api.spotify.com/v1/audio-analysis/3frUvGrmGcay91lvFbOgsN,183067,4
53,Dear Society,2020-05-29 15:11,Madison Beer,Dear Society,158951,2020-05-29 15:11:00,0.651,0.594,7,-6.374,0,0.0491,0.163,0.0,0.133,0.416,145.942,audio_features,0Es6dDXHGqqQWoA8tlK4LG,spotify:track:0Es6dDXHGqqQWoA8tlK4LG,https://api.spotify.com/v1/tracks/0Es6dDXHGqqQWoA8tlK4LG,https://api.spotify.com/v1/audio-analysis/0Es6dDXHGqqQWoA8tlK4LG,179577,4
54,Let You Love Me,2020-05-29 15:14,Rita Ora,Let You Love Me,180821,2020-05-29 15:14:00,0.531,0.854,10,-3.149,1,0.198,0.288,0.0,0.0773,0.456,94.419,audio_features,6xtcFXSo8H9BZN637BMVKS,spotify:track:6xtcFXSo8H9BZN637BMVKS,https://api.spotify.com/v1/tracks/6xtcFXSo8H9BZN637BMVKS,https://api.spotify.com/v1/audio-analysis/6xtcFXSo8H9BZN637BMVKS,190000,4
55,No Sleep (feat. Bonn),2020-05-29 15:15,Martin Garrix,No Sleep (feat. Bonn),60004,2020-05-29 15:15:00,0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.133,audio_features,1ahVFh0ViDZr8LvkEVlq3B,spotify:track:1ahVFh0ViDZr8LvkEVlq3B,https://api.spotify.com/v1/tracks/1ahVFh0ViDZr8LvkEVlq3B,https://api.spotify.com/v1/audio-analysis/1ahVFh0ViDZr8LvkEVlq3B,207095,4
56,Unknown Track,2020-05-29 16:53,Unknown Artist,Unknown Track,0,2020-05-29 16:53:00,0.286,0.00631,8,-42.724,1,0.0282,0.00017,0.0658,0.0615,0.0627,103.36,audio_features,47FlbrwMWmaaC87mkVbwcZ,spotify:track:47FlbrwMWmaaC87mkVbwcZ,https://api.spotify.com/v1/tracks/47FlbrwMWmaaC87mkVbwcZ,https://api.spotify.com/v1/audio-analysis/47FlbrwMWmaaC87mkVbwcZ,56750,3
57,Savage Love,2020-05-29 16:59,Tony Teff,Savage Love,2577,2020-05-29 16:59:00,0.795,0.48,3,-8.556,1,0.0688,0.243,0.0,0.271,0.723,149.919,audio_features,5T490vvoFNU6psep0NPmxs,spotify:track:5T490vvoFNU6psep0NPmxs,https://api.spotify.com/v1/tracks/5T490vvoFNU6psep0NPmxs,https://api.spotify.com/v1/audio-analysis/5T490vvoFNU6psep0NPmxs,171375,4
